artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,owner,playlist_name,user
Karaoke Jukebox Heroes,Karaoke: Movie Hits 2000's Vol. 2,Le Festin - (Demonstration Version) [In The Style Of Camille] {From Ratatouille},0Dn75bz18axF7cGSHqHlVE,0.451,0.305,3,-11.125,1,0.0367,7.87e-06,0.187,0.442,137.03,168000,3,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Coldplay,Parachutes,Yellow,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.000121,0.234,0.285,173.372,266773,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Devon Werkheiser,Sparks Will Fly,Sparks Will Fly,1hOVX11G86c0wPJSZMMSL8,0.579,0.564,9,-8.008,1,0.0264,0.0,0.103,0.449,106.002,274738,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Devon Werkheiser,If Eyes Could Speak,If Eyes Could Speak,0VeDRWFpW9ZYUd4YGM4w1W,0.479,0.574,9,-6.985,1,0.0299,0.0,0.192,0.349,135.7,210323,3,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Édith Piaf,Edith Piaf - The Best Of,La Vie en rose,3lAun9V0YdTlCSIEXPvfsY,0.371,0.278,7,-8.596,0,0.0303,0.0,0.272,0.338,82.331,187733,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Sia,1000 Forms Of Fear,Elastic Heart,6kwAbEjseqBob48jCus7Sz,0.421,0.791,9,-4.998,1,0.0496,1.48e-05,0.146,0.499,130.075,257200,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Sia,1000 Forms Of Fear,Big Girls Cry,75xgoXAGed7jiNDdV8TNOe,0.469,0.592,5,-4.962,1,0.0399,0.0,0.105,0.0938,161.996,210613,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Plain White T's,Wonders Of The Younger (International Version),"1, 2, 3, 4",4wlPXKxC2oeiYYPldZaR0s,0.458,0.548,2,-7.1,1,0.0263,1.25e-05,0.106,0.55,90.599,198373,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Plain White T's,All That We Needed,Hey There Delilah,0THbsvMRmCHpFT3YLX301c,0.658,0.296,2,-10.584,1,0.0293,0.0,0.114,0.311,103.975,232813,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Coldplay,Speed of Sound,Speed of Sound,1ExW9geJzAZZH0xzsWvCcw,0.52,0.898,11,-6.783,0,0.0553,0.0251,0.0731,0.34,123.055,291547,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Coldplay,Strawberry Swing,Strawberry Swing,06inBM2SUiyg3nGDC2KvUG,0.195,0.669,1,-10.457,1,0.0601,0.788,0.238,0.428,173.12,249667,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Coldplay,Parachutes,Sparks,7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,1,-10.506,1,0.0281,0.0517,0.104,0.165,102.617,227093,3,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Adriana Figueroa,Here Comes a Thought,Here Comes a Thought,4MpYEFnN5YSQmyc9oloUVL,0.743,0.381,0,-12.416,1,0.0883,0.0,0.316,0.4,91.011,197902,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,Love,Girl - Love Version,7tligGaj9nuFfD3CTEU7ga,0.645,0.363,0,-10.702,0,0.0266,0.0,0.0964,0.665,96.488,162742,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,1 (Remastered),Yesterday - Remastered 2015,63uskN0xLezVg4281wzeQn,0.401,0.189,0,-11.189,1,0.0287,0.0,0.0968,0.357,94.509,125320,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,Rubber Soul (Remastered),In My Life - Remastered,5QqdvVeYLL1xvZ1ndUjxnO,0.688,0.435,9,-11.359,1,0.0323,0.0,0.113,0.435,103.239,146333,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Jason Mraz,We Sing. We Dance. We Steal Things.,Lucky,0IktbUcnAGrvD03AWnz3Q8,0.625,0.414,0,-8.7,1,0.0369,0.0,0.151,0.669,130.088,189613,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Coldplay,A Head Full of Dreams,Up&Up,31L9yLXSj6LpCFupyMV6CR,0.479,0.717,7,-5.459,1,0.0605,0.000333,0.102,0.253,163.989,405320,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Ellie Goulding,Army,Army,0lwVlUODId0ArJIwsIYMlv,0.433,0.633,11,-7.334,1,0.0747,5.34e-06,0.138,0.232,173.909,237408,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Maroon 5,V (Deluxe),Lost Stars,1dW4WYgBGFSRANV0FrF2c7,0.495,0.588,0,-4.754,1,0.0266,0.0,0.0763,0.439,82.047,266920,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
Jayn,Do it For Her / Him,Do it For Her,3zBvfeQ4RnDfAHQmvLflbk,0.508,0.41,0,-9.819,1,0.0439,0.0,0.114,0.267,100.008,176577,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,The Beatles 1967 - 1970 (Remastered),Across The Universe - Remastered,1I293D9R2dpbu3tzAtNgcL,0.252,0.395,1,-12.323,1,0.0283,0.000119,0.0635,0.84,154.06,229787,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,Magical Mystery Tour (Remastered),Penny Lane - Remastered,5RStjc42UAYI2NMY3cYpgz,0.651,0.488,9,-8.22,1,0.0316,0.026,0.136,0.49,113.038,180893,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,Let It Be (Remastered),Let It Be - Remastered,5V1AHQugSTASVez5ffJtFo,0.443,0.403,0,-8.339,1,0.0322,0.0,0.111,0.41,143.462,243027,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
The Beatles,The Beatles (Remastered),Blackbird - Remastered,4Z92RMiyJpUrApZi3LtpJ6,0.686,0.127,7,-14.361,1,0.0342,1.41e-05,0.0573,0.372,93.699,138387,4,Edith Carolina Gomez Sanchez,chill out,Edith Gomez
