artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,owner,playlist_name,user
The Lumineers,III,Left For Denver,6ZpbVWOyrNrTIQz2kZP3RS,0.737,0.118,5,-11.78,1,0.0338,5.21e-05,0.102,0.453,88.732,196653,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,III,My Cell,5xhi6dgxwlMPs5IMWVs7b2,0.629,0.229,8,-9.29,1,0.029,0.000611,0.156,0.303,134.535,196280,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,III,April,5GkLiVMMsFjvXNlPCfrAOC,0.438,0.0311,1,-22.587,0,0.0562,0.904,0.086,0.104,179.442,50081,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,III,Salt And The Sea,5EKqsMU2tn1iAYNQF8h0ll,0.63,0.31,9,-9.253,1,0.028,0.0011,0.128,0.0712,93.067,270893,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,III,Democracy (Bonus Track),3iFC25AYyUzc0hr8OqAbuu,0.441,0.487,9,-8.367,1,0.0305,0,0.104,0.259,87.229,404467,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,III,Old Lady (Bonus Track),6EOqzUZDen3bgjASgcnxBA,0.566,0.134,9,-15.662,0,0.0329,0.0796,0.104,0.268,142.136,257360,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,III,Soundtrack Song (Bonus Track),1WWHOomqa45vPjGp90ErwI,0.684,0.538,7,-7.012,1,0.032,2.59e-06,0.347,0.353,119.957,121461,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,The Lumineers (Deluxe Edition),Flowers in Your Hair,0Qi29hMhf8tIzDpa2BH9MV,0.674,0.6,7,-10.097,1,0.0331,6.68e-05,0.214,0.579,127.437,110560,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,The Lumineers (Deluxe Edition),Classy Girls,0zRfhiZqKj9emeUabPLxYE,0.719,0.798,0,-7.547,1,0.035,1.62e-05,0.347,0.486,121.022,165933,4,Grace.earley,lumineers vibes and other bops,Uday
The Lumineers,The Lumineers (Deluxe Edition),Submarines,5rNiFt4r0JmzUkf4w249vV,0.814,0.521,7,-9.846,1,0.0327,0.0765,0.303,0.595,95.074,163240,4,Grace.earley,lumineers vibes and other bops,Uday
