artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,owner,playlist_name,user
Zac Brown Band,The Foundation,Toes,2Esf7NTKQNCPE4G17QvVCs,0.801,0.759,11,-5.398,1,0.0378,0,0.0897,0.821,129.971,262773,4,Ctomko3,country,Cameron Tomko
Riley Green,Different 'Round Here,I Wish Grandpas Never Died,7Dxes6VnfbZYV0S2QTnVuT,0.445,0.492,6,-5.717,1,0.0294,0,0.122,0.24,148.013,250413,4,Ctomko3,country,Cameron Tomko
Chris Lane,"Big, Big Plans","Big, Big Plans",7yNJCsUH3tXlpQiHSsAc5l,0.574,0.58,7,-6.091,1,0.0278,0,0.12,0.4,149.974,187307,4,Ctomko3,country,Cameron Tomko
Jameson Rodgers,Jameson Rodgers,Some Girls,54eUv9Q3D9MZuOGS5PSflp,0.429,0.831,8,-5.108,1,0.0473,0,0.312,0.348,167.984,184893,4,Ctomko3,country,Cameron Tomko
Rodney Atkins,If You're Going Through Hell,Watching You,5OusUgzHz6Ulb3GZT7WUo5,0.625,0.848,2,-4.008,1,0.0314,0,0.23,0.716,137.993,235427,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Neon Eyes,3kOi5KZTcCOdqFlUjF9CDZ,0.576,0.843,11,-5.26,0,0.029,8.04e-05,0.157,0.628,126.009,226147,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,More Surprised Than Me,5NhcE6cuJjVYyVEKp97zOt,0.516,0.748,6,-6.049,1,0.0289,0,0.123,0.433,85.004,157440,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Me On Whiskey,6RhqlFP8FOZLZ4GWqokALY,0.57,0.657,11,-4.571,1,0.0262,0,0.0777,0.721,142.031,210373,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,"Rednecks, Red Letters, Red Dirt",5D7PM5yNiHKnU85Y055vvb,0.554,0.752,6,-4.286,1,0.0249,1.4e-06,0.122,0.616,140.042,185133,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Blame It On Me,6f40eqAkAtDKodipTfThZc,0.63,0.836,7,-4.591,1,0.0438,0,0.312,0.818,92.98,162667,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Beer Don’t,2shcL1H6lVSrIaCtshedcl,0.59,0.855,6,-4.562,1,0.0358,0,0.11,0.766,140.008,196080,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Livin’ The Dream,3O9lWje3TSupR4vObAg9Yu,0.621,0.753,7,-5.904,0,0.0271,0.00605,0.215,0.438,127.035,239120,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,0.505,0.657,11,-5.24,0,0.0318,0.00107,0.126,0.252,196.0,178520,3,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,865,0sKEilrw1GrBlG6qsTCrP4,0.532,0.584,8,-5.254,1,0.0248,0,0.101,0.367,88.003,190680,4,Ctomko3,country,Cameron Tomko
Morgan Wallen,Dangerous: The Double Album,Dangerous,1MX19fnaW1OUQoglWTYaOo,0.635,0.772,7,-4.825,1,0.0279,0,0.285,0.948,119.017,147893,4,Ctomko3,country,Cameron Tomko
Chris Lane,Girl Problems,Her Own Kind Of Beautiful,6uaLJnNfqL4oIxCmpyzSWC,0.484,0.935,11,-3.679,1,0.0781,0,0.123,0.916,180.128,164440,4,Ctomko3,country,Cameron Tomko
