playlist_name,playlist_link,user,danceability_var,danceability_mean,danceability_max,danceability_min,energy_var,energy_mean,energy_max,energy_min,key_var,key_mean,key_max,key_min,loudness_var,loudness_mean,loudness_max,loudness_min,mode_var,mode_mean,mode_max,mode_min,speechiness_var,speechiness_mean,speechiness_max,speechiness_min,instrumentalness_var,instrumentalness_mean,instrumentalness_max,instrumentalness_min,liveness_var,liveness_mean,liveness_max,liveness_min,valence_var,valence_mean,valence_max,valence_min,tempo_var,tempo_mean,tempo_max,tempo_min,duration_ms_var,duration_ms_mean,duration_ms_max,duration_ms_min,time_signature_var,time_signature_mean,time_signature_max,time_signature_min
lumineers vibes and other bops,https://open.spotify.com/playlist/7nrVSEkmI23iXB0cNkMV1Q?si=KpSIxuqzQBm14yV-ypUH1g&utm_source=copy-link,Uday,0.013939967,0.58585,0.842,0.3,0.048796297,0.508563,0.936,0.0256,11.90909091,4.7,11,0,11.50751853,-8.60633,-3.62,-22.587,0.114242424,0.87,1,0,6.56E-05,0.036745,0.0653,0.025,0.029804683,0.049952912,0.952,0,0.021792869,0.166227,0.951,0.0276,0.030450943,0.341256,0.895,0.0384,736.8512191,117.44847,205.66,76.023,3109682985,219369.59,404467,50081,0.310606061,3.85,5,1
Vibes,https://open.spotify.com/playlist/77Tw3ncGLOLBgCPI5gbVjo?si=d90efb223fdd47fa,Gabrielle Cabebe,0.013508916,0.63356,0.837,0.345,0.021440636,0.54649,0.873,0.217,13.12838384,5.27,11,0,4.937867693,-7.92706,-2.876,-15.257,0.252424242,0.51,1,0,0.012025122,0.12982,0.425,0.0248,0.002819173,0.01003777,0.442,0,0.029320122,0.202798,0.874,0.0504,0.03585114,0.457393,0.97,0.0393,911.5657338,110.00835,178.555,50.176,5328999990,250225.86,592920,133995,0.065757576,3.93,4,3
This Is Metallica,https://open.spotify.com/playlist/37i9dQZF1DZ06evO1sJmec?si=de7f2a69fc674dd7,Tess,0.020918616,0.43242,0.685,0.128,0.0237268,0.84434,0.991,0.278,10.93877551,5.6,11,0,9.114776825,-6.68946,-2.293,-20.265,0.254693878,0.52,1,0,0.005079863,0.077288,0.408,0.0254,0.061664387,0.144936287,0.929,0,0.021483288,0.15532,0.959,0.0314,0.031584705,0.411318,0.791,0.0529,864.5993073,129.56432,203.79,86.634,10437606410,346598.28,586507,86907,0.075102041,3.92,4,3
I should have been cast in step up,https://open.spotify.com/playlist/47cZNAGrNOJVGlvNjPVUum?si=28740a0dd7194672,Tess,0.020306806,0.711037037,0.932,0.435,0.01400041,0.693555556,0.92,0.454,10.0968661,5.592592593,10,0,3.531860846,-5.170666667,-1.357,-9.359,0.256410256,0.444444444,1,0,0.014801737,0.193025926,0.481,0.0294,5.87E-05,0.001948466,0.0381,0,0.016046125,0.184462963,0.552,0.0425,0.035478849,0.661814815,0.966,0.229,1341.95071,124.0087778,203.862,65.964,813093175.2,229748.2222,304600,192213,0.037037037,3.962962963,4,3
sad bitch,https://open.spotify.com/playlist/3Un9qg2xmy4TwzLZt0jVWS?si=f26387f12a4e4c1d,Tess,0.015632434,0.507714286,0.747,0.298,0.015489147,0.395964286,0.619,0.13,12.76587302,4.607142857,11,0,3.993475365,-9.479571429,-5.726,-14.141,0.126984127,0.857142857,1,0,0.012335779,0.071617857,0.611,0.0253,1.96E-05,0.001410471,0.017,0,0.00372184,0.132521429,0.31,0.0464,0.025059491,0.305675,0.661,0.0849,1254.169228,125.9934286,185.972,66.165,7129789700,240187.8929,613027,152667,0.099206349,3.892857143,4,3
Ady's Playlist,https://open.spotify.com/playlist/1Drf5T231tAjjiFKkn2tik?si=a512342a7dda43e0,Adityavikram,0.010372489,0.613352113,0.829,0.309,0.017038968,0.701507042,0.956,0.435,11.24104628,4.957746479,11,0,4.053218466,-6.023140845,-2.848,-11.781,0.253521127,0.492957746,1,0,0.004149783,0.072583099,0.29,0.0252,0.001771981,0.00897676,0.327,0,0.015965929,0.164816901,0.711,0.0451,0.041226811,0.394177465,0.913,0.059,596.1459641,123.7337183,180.064,74.896,1678615267,217668.8169,352173,148387,0.028571429,4,5,3
Rock Mix,https://open.spotify.com/playlist/37i9dQZF1EQpj7X7UK8OOF?si=d8cc872c861e4a11,Omkar Bharambe,0.014045342,0.46962,0.768,0.256,0.021990629,0.77706,0.978,0.394,11.56081633,4.48,11,0,10.24536812,-7.66938,-2.97,-15.882,0.248571429,0.58,1,0,0.003920835,0.065492,0.405,0.0255,0.010846488,0.040096605,0.537,0,0.010388354,0.183858,0.405,0.0581,0.04764097,0.496946,0.971,0.0783,719.7767681,127.68574,203.006,79.588,4697211088,262301.96,515387,140773,0.02,3.98,4,3
Metal Mix,https://open.spotify.com/playlist/37i9dQZF1EQpgT26jgbgRI?si=0d8c04b641904553,Omkar Bharambe,0.011287571,0.38302,0.689,0.248,0.008460461,0.89178,0.996,0.658,10.88,5.24,11,0,6.79090299,-6.5865,-2.973,-13.529,0.254693878,0.48,1,0,0.003353556,0.092148,0.316,0.0304,0.062064091,0.141310291,0.84,0,0.02313051,0.196524,0.886,0.051,0.047727859,0.390006,0.959,0.0379,533.1562496,125.51796,172.756,88.777,8592428459,295495.96,818693,153840,0.02,3.98,4,3
Hard Rock,https://open.spotify.com/playlist/37i9dQZF1DX1X7WV84927n?si=1389c909b2fc4b8d,Omkar Bharambe,0.010193667,0.46792,0.698,0.168,0.007267673,0.895,0.989,0.58,12.92408163,5.12,11,0,2.993683006,-5.00912,-1.914,-9.796,0.235102041,0.64,1,0,0.004927375,0.098622,0.397,0.0281,0.063952474,0.116409605,0.956,0,0.044557854,0.283488,0.843,0.0377,0.020980268,0.42224,0.728,0.126,1109.662561,138.71766,198.093,75.005,3362932746,225970.62,515387,125902,0.039183673,3.96,4,3
Rock Classics,https://open.spotify.com/playlist/37i9dQZF1DWXRqgorJj26U?si=675313a79f1f49c7,Omkar Bharambe,0.018576256,0.51281,0.933,0.252,0.041947002,0.72926,0.996,0.201,12.33080808,4.95,11,0,8.663611981,-7.87083,-2.533,-15.73,0.184242424,0.76,1,0,0.003407806,0.06222,0.405,0.0247,0.020564555,0.061994349,0.782,0,0.027881452,0.205493,0.832,0.0327,0.059829033,0.562598,0.972,0.0668,829.8284855,123.67079,203.006,75.009,6698398822,265027.28,535733,121160,0.01,3.99,4,3
Hard Rock,https://open.spotify.com/playlist/37i9dQZF1DX1X7WV84927n?si=bf363fb350e2457e,Omkar Bharambe,0.010193667,0.46792,0.698,0.168,0.007267673,0.895,0.989,0.58,12.92408163,5.12,11,0,2.993683006,-5.00912,-1.914,-9.796,0.235102041,0.64,1,0,0.004927375,0.098622,0.397,0.0281,0.063952474,0.116409605,0.956,0,0.044557854,0.283488,0.843,0.0377,0.020980268,0.42224,0.728,0.126,1109.662561,138.71766,198.093,75.005,3362932746,225970.62,515387,125902,0.039183673,3.96,4,3
Clean Secular,https://open.spotify.com/playlist/4WDaHNCcBn2fRa94UonhMc?si=OzXRzB-RSTurgqGom5seNw,Oluseun Olulana,0.017984309,0.607941176,0.911,0.383,0.031062691,0.672235294,0.956,0.328,16.99264706,5.352941176,11,0,5.381756529,-6.268823529,-1.538,-12.604,0.257352941,0.411764706,1,0,0.021289093,0.207323529,0.484,0.039,2.86E-08,7.39E-05,0.000613,0,0.037873812,0.229764706,0.82,0.0369,0.057011684,0.606058824,0.969,0.102,1165.715798,115.1371176,199.68,79.454,1435545689,240111.9412,324440,193733,0.110294118,4.117647059,5,4
For the road,https://open.spotify.com/playlist/3O4HMKJ4zL34uxmqdo9bEX?si=NcwbfP66QJK5I0OP7IKm-A,Oluseun Olulana,0.004232,0.536,0.582,0.49,0.2373605,0.6165,0.961,0.272,18,5,8,2,8.2702445,-3.6285,-1.595,-5.662,0.5,0.5,1,0,0.060517205,0.22405,0.398,0.0501,0,0,0,0,0.0820125,0.3325,0.535,0.13,0.0972405,0.5745,0.795,0.354,520.0635005,189.7205,205.846,173.595,3932248562,232579,276920,188238,0,4,4,4
My Shazam Tracks,https://open.spotify.com/playlist/0m4Xrhx9LTI5cvOKPz6XsX?si=j8x1IVhyRWKNDtHoqgpxSA,Oluseun Olulana,0.025298152,0.606833333,0.888,0.393,0.016856606,0.693333333,0.928,0.527,11.71969697,5.916666667,10,0,4.560112992,-6.945083333,-3.963,-9.901,0.265151515,0.583333333,1,0,0.007732688,0.114233333,0.265,0.0316,0.071542126,0.077663053,0.927,0,0.060606591,0.199875,0.94,0.0378,0.060098909,0.602,0.962,0.126,434.9512,116.7398333,151.964,79.193,10654580410,259735.9167,527795,170500,0.265151515,3.916666667,5,3
country,https://open.spotify.com/playlist/0auf6mbPJKDfDQp6HBIg63?si=NSD8esS9SayNzDfCQISefA,Cameron Tomko,0.007318604,0.57811,0.801,0.355,0.017788634,0.74175,0.948,0.358,10.58777778,6.41,11,0,2.38948368,-5.24842,-1.721,-9.245,0.074343434,0.92,1,0,0.000585376,0.042977,0.205,0.0248,1.51E-05,0.000463561,0.0385,0,0.010236922,0.165989,0.582,0.0357,0.035324652,0.61512,0.964,0.137,1093.978017,125.01381,199.943,72.997,755131210.2,203760.85,300333,147893,0.038787879,3.96,4,3
Huge music playlist,https://open.spotify.com/playlist/0kVpUMrG9CRoZ1A8QcJF6F?si=buwVioI4QyGQOnzrRE1gHQ,Cameron Tomko,0.009426426,0.76772,0.943,0.402,0.011536497,0.63978,0.881,0.364,13.88878788,5.49,11,0,3.548821327,-6.42981,-2.708,-12.618,0.244343434,0.41,1,0,0.016778806,0.192884,0.588,0.0317,2.66E-09,7.87E-06,0.000389,0,0.01806982,0.183088,0.734,0.0651,0.041053245,0.493005,0.859,0.039,889.5217407,128.76437,180.122,61.311,1845343365,183084.53,343099,106021,0.01,4.01,5,4
Old music,https://open.spotify.com/playlist/4GSRP1TxmdoMkRfMjXjzle?si=16ObM6m5QNeQmZOZkwaz5w,Cameron Tomko,0.021425577,0.731462366,0.969,0.325,0.017158069,0.634677419,0.906,0.331,15.4770921,4.849462366,11,0,3.329616797,-6.286752688,-1.69,-10.881,0.242169238,0.602150538,1,0,0.014515331,0.215866667,0.65,0.032,0.003627554,0.008690745,0.511,0,0.019339797,0.194797849,0.873,0.0554,0.045469032,0.444532258,0.897,0.0985,913.3860063,129.0418172,205.348,74.236,2669752895,238655.2796,461840,160000,0.043478261,4,5,3
chill,https://open.spotify.com/playlist/12ekHVx3HOTbqjmuNR54Xi?si=usoNkLXPSGyyAEnKRil20g,Cameron Tomko,0.016599381,0.73155,0.964,0.266,0.013713725,0.60518,0.881,0.346,13.88474747,5.71,11,0,3.486562865,-6.39306,-1.218,-11.713,0.251616162,0.53,1,0,0.014879582,0.184522,0.53,0.0287,1.65E-08,2.16E-05,0.00115,0,0.011503691,0.174058,0.534,0.0502,0.034133424,0.389843,0.805,0.0371,867.332979,126.21327,180.206,74.963,2014391605,199336.95,343150,126168,0.03020202,4.01,5,3
Piano Ballads,https://open.spotify.com/playlist/37i9dQZF1DWVIzZt2GAU4X,Rushabh Kheni,0.014663094,0.507653333,0.721,0.19,0.042565165,0.403381333,0.917,0.0585,13.59567568,5.16,11,0,9.978734032,-8.172426667,-3.142,-17.212,0.17009009,0.786666667,1,0,0.001718963,0.0467,0.3,0.0243,0.001650471,0.005121422,0.352,0,0.007165073,0.132468,0.764,0.0563,0.014677712,0.273409333,0.573,0.0774,906.8319294,116.6137467,176.947,61.975,2048271913,236136.4533,376169,146896,0.096576577,3.893333333,4,3
goosebumps🙏🏼,https://open.spotify.com/playlist/4Kq1Jr78R7JNWxoSC3xNeE,Rushabh Kheni,0.016878882,0.52937,0.926,0.188,0.025972741,0.375541,0.724,0.0565,14.9579798,4.46,11,0,8.539493347,-9.06208,-4.721,-19.067,0.203636364,0.72,1,0,0.005815029,0.064092,0.611,0.0263,0.002337488,0.010469832,0.349,0,0.00636021,0.128562,0.638,0.0531,0.024519343,0.306172,0.763,0.0394,884.2406162,117.62168,199.835,66.165,1900923744,206385.57,371320,95467,0.167272727,3.88,5,3
Gaming Music 2022 🎮 Best Of House & Trap & Future Bass & Dubstep & EDM Popular Songs,https://open.spotify.com/playlist/5AHH67GYsljwoB1q6UGvWg,Rushabh Kheni,0.007007834,0.67162,0.867,0.393,0.009054204,0.78609,0.936,0.475,13.60040404,5.66,11,0,3.326564813,-6.13707,-2.79,-10.815,0.248888889,0.44,1,0,0.007064977,0.102198,0.408,0.0277,0.004802708,0.01594688,0.514,0,0.025412768,0.254332,0.737,0.0499,0.031813086,0.402,0.946,0.0565,195.1742712,124.12632,187.119,95.049,470689637.9,152598.97,231892,119659,0.01,3.99,4,3
Eurovision 2007-2022,https://open.spotify.com/playlist/4Z5t9fPLPvC2KfdPSLKW88,Rushabh Kheni,0.017971848,0.5813,0.874,0.167,0.025855048,0.78668,0.998,0.279,11.43545455,5.83,11,0,3.65074882,-5.04178,-1.989,-12.515,0.226666667,0.34,1,0,0.003708627,0.066698,0.363,0.0251,0.00087318,0.004737993,0.271,0,0.017017856,0.193312,0.719,0.0385,0.061022181,0.524428,0.962,0.0922,423.7311438,124.65549,172.088,73.897,277918867.7,186117.28,259000,168040,0.047979798,3.95,4,3
rage songs for when im pissed or just not feeling it,https://open.spotify.com/playlist/5fcvcp2Sph2bF77pyBfZ7l,Rushabh Kheni,0.033583961,0.592457143,0.922,0.17,0.037445358,0.758628571,0.983,0.273,13.2907563,5.057142857,11,0,12.2991335,-5.919714286,1.789,-13.291,0.221848739,0.685714286,1,0,0.026000927,0.219345714,0.526,0.0311,0.010091988,0.030984775,0.474,0,0.02040217,0.210894286,0.632,0.0685,0.043856417,0.458771429,0.904,0.112,854.4298915,133.4785429,200.158,67.443,1824116497,169737.8857,254467,88452,0.080672269,3.914285714,4,3
chill out,https://open.spotify.com/playlist/66MOUJJw9OQvzeucqd9uVu?si=27e5251429f1464d,Edith Gomez,0.017225197,0.54557,0.829,0.194,0.032977071,0.51686,0.898,0.119,12.12313131,4.91,11,0,7.518159452,-8.76377,-2.81,-17.252,0.114242424,0.87,1,0,0.000245053,0.03635,0.115,0.0225,0.027454688,0.055046409,0.826,0,0.004963372,0.145654,0.36,0.0334,0.039046631,0.40575,0.869,0.0349,940.3269456,121.72528,203.867,74.845,3431079874,243683.78,478173,85840,0.06979798,3.97,5,3
Roadtrip🚙,https://open.spotify.com/playlist/3HN86fjHioMWwOU882grts?si=38c6eeb88ce24e79,Edith Gomez,0.018053314,0.701333333,0.939,0.279,0.020625108,0.730333333,0.977,0.238,12.342711,4.739130435,11,0,4.793461279,-5.939565217,-1.897,-12.145,0.234441603,0.637681159,1,0,0.004640228,0.076508696,0.365,0.0255,0.002433981,0.008324342,0.403,0,0.028548603,0.186534783,0.908,0.0391,0.045291073,0.675014493,0.973,0.191,512.6815545,115.2152174,176.028,80.87,4184532382,238992.8261,558933,159572,0,4,4,4
Feel Good,https://open.spotify.com/playlist/1Qz92bYfRnyKZOhjEsfIf0?si=ba6e749afb0c4aa9,Edith Gomez,0.020209531,0.681791045,0.953,0.249,0.018783697,0.722701493,0.945,0.402,13.17955676,4.820895522,11,0,3.039735937,-5.765820896,-2.76,-11.377,0.253279059,0.47761194,1,0,0.005886634,0.091626866,0.356,0.0266,0.002362218,0.011720137,0.277,0,0.013989522,0.168991045,0.547,0.021,0.047999955,0.588180597,0.975,0.0941,621.5910465,119.5230448,201.8,78.488,1449153221,233011.4925,354320,163251,0.029398462,4.029850746,5,4
My Shazam Tracks,https://open.spotify.com/playlist/6tWo9pC6mjHAXstOFcST9x?si=37a5997af8fe48f4,Edith Gomez,0.02468005,0.56055,0.853,0.297,0.026171924,0.77015,0.984,0.463,12.8,6.2,11,0,5.975254787,-4.59555,-1.335,-11.377,0.239473684,0.65,1,0,0.001735294,0.06499,0.22,0.0269,0.029868479,0.045542916,0.774,0,0.012359566,0.181105,0.454,0.0537,0.044198239,0.56565,0.86,0.168,710.4243651,130.76215,180.06,90.492,1952801830,220746.5,298941,94600,0.05,4.05,5,4
Vibes,https://open.spotify.com/playlist/1G6d7DxbK9hPoYNm5DXX5l?si=ada22c36313a4f1e,Ryan Dieselman,0.016469524,0.66654,0.931,0.289,0.02268005,0.64651,0.944,0.278,11.12434343,5.13,11,0,5.631857919,-7.09702,-3.028,-16.036,0.24030303,0.61,1,0,0.012023067,0.108679,0.462,0.0261,0.00439385,0.019351341,0.363,0,0.019725973,0.171028,0.892,0.0386,0.042096792,0.610547,0.963,0.0477,726.7995051,116.83862,200.202,75.108,2308666706,237958.33,398434,128888,0.01979798,3.98,4,3
Funk/R&B Stuff,https://open.spotify.com/playlist/3QpSGQsbTmLs9dJHENNch3?si=2adf7d1373b040b4,Ryan Dieselman,0.014128391,0.66895,0.932,0.241,0.020654111,0.6399,0.891,0.119,13.46858586,4.81,11,0,5.171769026,-6.95138,-2.469,-14.171,0.189393939,0.75,1,0,0.003108056,0.075652,0.303,0.0239,0.002181999,0.009017378,0.396,0,0.030937367,0.188104,0.89,0.0367,0.034637672,0.66462,0.961,0.106,605.4306284,114.56499,201.985,74.972,1971367835,237284.38,387600,151320,0.01979798,3.98,4,3
Chill Feels,https://open.spotify.com/playlist/3uAKzkAN17tNST5L1tCCFd?si=f9d42ea992224bd0,Ryan Dieselman,0.019340673,0.58556,0.821,0.164,0.02613592,0.39962,0.909,0.0672,12.98222222,5.26,11,0,9.108737966,-8.91021,-3.238,-17.445,0.098888889,0.89,1,0,0.00764994,0.078014,0.454,0.025,0.004045094,0.013809399,0.536,0,0.011227151,0.161295,0.641,0.0612,0.034715758,0.3954,0.864,0.1,992.8248593,111.86612,196.813,62.607,2392583612,214497.82,393003,116000,0.126868687,3.88,5,3
A cappella,https://open.spotify.com/playlist/45TbUDqcv4xcKh5E9xcJAL?si=f6afa98f346a4024,Ryan Dieselman,0.024527162,0.5807,0.879,0.14,0.03071696,0.576352,0.922,0.0622,13.26979798,5.23,11,0,4.192910373,-7.44147,-3.241,-13.877,0.232727273,0.64,1,0,0.003061916,0.057496,0.433,0.0247,1.50E-08,2.65E-05,0.00103,0,0.011348108,0.159012,0.564,0.03,0.052610921,0.509776,0.948,0.0759,728.4315573,121.84871,204.19,72.118,1479951895,212272.5,360327,141707,0.146565657,3.93,5,1
Rock / Rock and Roll,https://open.spotify.com/playlist/5CKtLlhxsBRHWBERVmdqon?si=cf945e88b6b34839,Ryan Dieselman,0.014636454,0.54248,0.8,0.279,0.026128442,0.72168,0.96,0.18,13.01929293,5.03,11,0,9.001927182,-8.3567,-3.284,-18.835,0.149090909,0.82,1,0,0.002041537,0.059989,0.342,0.027,0.012307344,0.031815132,0.607,0,0.028996628,0.183627,0.865,0.0318,0.047829547,0.67478,0.972,0.224,707.140996,134.91234,203.337,75.63,6494027064,241453.71,558933,125453,0.01,3.99,4,3
Casual,https://open.spotify.com/playlist/3tMzpMYxcMfAXYpPPxWjfQ?si=7f4697545c224aca,ozge,0.020033148,0.640121212,0.956,0.162,0.021425763,0.736515152,0.961,0.211,12.21047207,5.464646465,11,0,5.345543306,-6.011414141,-2.137,-17.943,0.251288394,0.535353535,1,0,0.004427631,0.07359596,0.395,0.0259,0.017760004,0.032650576,0.889,0,0.019700078,0.181923232,0.671,0.021,0.062624689,0.587456566,0.965,0.0632,513.7355147,123.1875253,189.879,73.669,3288751356,239048.9798,503772,169293,0.050917337,3.98989899,5,3
DNA,https://open.spotify.com/playlist/05prnvKq7Gi5WanJRG5fM9?si=742c9a2488464cac,ozge,0.025185259,0.592041667,0.822,0.251,0.044452042,0.616041667,0.973,0.252,13.98369565,5.375,11,0,9.736356259,-8.175541667,-3.678,-14.72,0.144927536,0.166666667,1,0,0.004970096,0.058641667,0.333,0.0262,5.82E-06,0.000622071,0.0118,0,0.100993662,0.258741667,0.97,0.0402,0.059751636,0.57465,0.968,0.0666,570.1941699,116.3797917,171.63,77.398,2283055922,239563.3333,318853,139000,0.086956522,4,5,3
I Love My '00s R&B,https://open.spotify.com/playlist/37i9dQZF1DWYmmr74INQlb?si=0e4395f8c0d54cfe,Public 7,0.013959743,0.68329,0.911,0.264,0.019887905,0.60121,0.947,0.304,12.56565657,6,11,0,4.64088001,-6.40948,-1.916,-12.932,0.25,0.45,1,0,0.007175779,0.106095,0.47,0.0283,9.61E-06,0.000685085,0.0267,0,0.015829675,0.162599,0.833,0.0224,0.038097351,0.58923,0.969,0.166,849.5256561,113.42378,203.862,59.989,1476957493,252617.65,430800,159293,0.195555556,3.92,5,1
Chill Hits,https://open.spotify.com/playlist/37i9dQZF1DX4WYpdgoIcn6?si=c9d44c2f9638410e,Public 13,0.024988769,0.55733,0.907,0.228,0.025146283,0.429897,0.802,0.04,12.61575758,5.48,11,0,8.38727424,-8.42932,-3.541,-18.717,0.161616162,0.8,1,0,0.007518835,0.074247,0.567,0.0259,0.005857424,0.015768661,0.544,0,0.010915136,0.145343,0.688,0.0541,0.039421784,0.352449,0.86,0.0524,1073.293929,114.48537,210.164,50.827,1369050668,198928.46,376169,120308,0.297373737,3.84,5,1
mint,https://open.spotify.com/playlist/37i9dQZF1DX4dyzvuaRJ0n?si=e79ebb864c224392,Public 7,0.017371312,0.668168421,0.954,0.209,0.014207562,0.8084,0.977,0.419,11.03068309,5.726315789,11,0,3.464834601,-6.115126316,-0.517,-10.676,0.251287794,0.463157895,1,0,0.003401156,0.073826316,0.348,0.0263,0.102709167,0.22314076,0.964,0,0.014944185,0.184515789,0.637,0.04,0.057956606,0.447543158,0.94,0.0327,219.2348678,130.3039895,174.009,100.489,2720650994,208886.3158,420684,133213,0.031802912,3.989473684,5,3
Jazz Vibes,https://open.spotify.com/playlist/37i9dQZF1DX0SM0LYsmbMT?si=4a075d82cce14765,Public 13,0.010036474,0.68848,0.866,0.439,0.019265402,0.378571,0.755,0.0901,12.37333333,5.48,11,0,7.741831484,-11.68447,-5.345,-18.251,0.216060606,0.31,1,0,0.010756508,0.114667,0.447,0.0307,0.044486471,0.7804091,0.951,0.0031,0.013704374,0.153793,0.781,0.065,0.03842327,0.477293,0.96,0.0993,1268.34227,107.33459,183.919,67.039,722312491.9,132604.85,223475,74118,0.01979798,4.02,5,4
Dance Rising,https://open.spotify.com/playlist/37i9dQZF1DX8tZsk68tuDw?si=438a6b290b754950,Public 7,0.010046318,0.689706667,0.923,0.408,0.015897847,0.811866667,0.983,0.496,11.79711712,4.986666667,11,0,3.890769786,-7.099746667,-3.143,-11.805,0.252252252,0.533333333,1,0,0.001070318,0.060036,0.245,0.0312,0.127627194,0.440984802,0.942,0,0.016494653,0.175905333,0.548,0.0389,0.065249029,0.391410667,0.945,0.0327,117.0123816,126.31112,181.548,84.495,8091519032,244778.2933,567032,126774,0.038918919,3.96,4,3
Get Turnt,https://open.spotify.com/playlist/37i9dQZF1DWY4xHQp97fN6?si=6dfd7a2e2f2d490d,Public 13,0.013525189,0.76973,0.948,0.474,0.014051816,0.64111,0.882,0.271,14.66373737,4.77,11,0,2.913613881,-6.27909,-2.605,-12.253,0.246060606,0.58,1,0,0.013641867,0.238617,0.595,0.0336,0.006851211,0.008943,0.826,0,0.019358315,0.20113,0.813,0.0565,0.048312403,0.44307,0.972,0.0385,616.8657961,135.75059,179.49,73.596,1564487824,175898.22,283196,83200,0.05040404,3.99,5,3
Housewerk,https://open.spotify.com/playlist/37i9dQZF1DXa8NOEUWPn9W?si=b89694cd1add422f,Public 7,0.007921461,0.73656,0.911,0.499,0.008365986,0.84144,0.998,0.614,12.72727273,5.6,11,0,2.424950047,-6.36244,-3.451,-11.725,0.247575758,0.43,1,0,0.002631529,0.068151,0.339,0.024,0.114575565,0.322015464,0.921,0,0.023934427,0.197307,0.919,0.0342,0.058029964,0.523082,0.961,0.0356,5.595369038,125.71205,137.001,114.941,2277628779,201454.78,408669,118872,0.01,3.99,4,3
Baila Reggaeton,https://open.spotify.com/playlist/37i9dQZF1DWY7IeIP1cdjF?si=018bb59cbc6241cb,Public 13,0.004650872,0.80416,0.951,0.627,0.013889553,0.72272,0.958,0.449,14.94244898,5.42,11,0,2.656398786,-4.5839,-0.722,-8.797,0.248571429,0.42,1,0,0.008825977,0.127382,0.448,0.0439,0.000317345,0.00360283,0.121,0,0.008434934,0.138454,0.495,0.042,0.034898622,0.6175,0.966,0.201,1155.759698,113.82572,196.12,81.011,937828879.8,197667.5,322347,141340,0.02,3.98,4,3
BBE,https://open.spotify.com/playlist/37i9dQZF1DX66m4icL86Ru?si=19b50287f839452e,Public 13,0.020281686,0.799493333,0.978,0.398,0.020317834,0.66476,0.97,0.31,13.92900901,5.506666667,11,0,2.879875514,-5.9084,-2.605,-11.522,0.220540541,0.68,1,0,0.012134394,0.172784,0.501,0.0326,0.005367974,0.015216792,0.585,0,0.019185394,0.187602667,0.588,0.0413,0.053195718,0.57028,0.963,0.117,688.3686066,128.7472267,188.772,74.007,2126316989,174445.0533,319467,85742,0.04036036,3.986666667,5,3
phonk,https://open.spotify.com/playlist/37i9dQZF1DWWY64wDtewQt?si=aa41eb09f94e4133,Public 7,0.009390291,0.71346,0.936,0.419,0.027100848,0.80202,0.998,0.308,13.4040404,5.3,11,0,7.406371424,-4.56099,0.688,-12.727,0.223333333,0.67,1,0,0.009639313,0.122687,0.405,0.0318,0.143292542,0.461263639,0.958,0,0.041180621,0.259624,0.917,0.0311,0.048992857,0.477351,0.974,0.045,392.4248827,125.94407,197.964,92.571,1194027948,141608.76,286145,84138,0.01,3.99,4,3
Throwback Jams,https://open.spotify.com/playlist/37i9dQZF1DX8ky12eWIvcW?si=dd44f4fd6da248ee,Public 14,0.018528883,0.761516129,0.956,0.364,0.019995913,0.701688172,0.974,0.327,14.17952314,5.193548387,11,0,6.221585619,-6.037010753,-1.299,-12.999,0.252454418,0.483870968,1,0,0.014386083,0.188469892,0.484,0.0294,0.000496021,0.003625497,0.186,0,0.023872582,0.171882796,0.775,0.0298,0.032688184,0.684032258,0.965,0.1,939.9347533,113.7993656,206.247,78.693,1312612127,250830.2796,369573,161507,0.032491819,4.010752688,5,3
Chill Tracks,https://open.spotify.com/playlist/37i9dQZF1DX6VdMW310YC7?si=915e2f6554b24da6,Public 8,0.009153973,0.66708,0.879,0.279,0.01955026,0.66368,0.943,0.307,12.24080808,5.04,11,0,5.75160053,-8.94643,-2.71,-15.629,0.252424242,0.49,1,0,0.001124735,0.05201,0.298,0.0263,0.1370931,0.47710815,0.968,0.000137,0.012265416,0.139655,0.838,0.0465,0.041101159,0.22838,0.962,0.026,224.5789825,123.08675,194.045,89.769,3294018716,241926.24,411148,135246,0.029393939,3.97,4,3
Electronic Rising,https://open.spotify.com/playlist/37i9dQZF1DX8AliSIsGeKd?si=881103d2c661417c,Public 8,0.008369564,0.694425,0.863,0.408,0.015542577,0.787675,0.986,0.3,12.90110759,5.3125,11,0,3.909853341,-8.521475,-3.678,-16.372,0.249208861,0.5625,1,0,0.000328103,0.05167125,0.115,0.0333,0.056598132,0.763348375,0.957,0.00027,0.012050967,0.1288675,0.696,0.0104,0.047436499,0.2761275,0.979,0.0303,30.20041237,126.365675,152.031,119.995,7655309564,333659.3875,516450,142080,0.0125,3.9875,4,3
90s Party,"https://open.spotify.com/playlist/37i9dQZF1DXdo6A3mWpdWx?si=6f187559ef304e98
",Public 14,0.013401592,0.71906,0.956,0.348,0.01966359,0.80319,0.997,0.426,13.62373737,5.05,11,0,9.24418568,-7.70858,-2.383,-16.183,0.252121212,0.48,1,0,0.006621201,0.082754,0.408,0.0271,0.059486108,0.120152773,0.926,0,0.024939318,0.191648,0.951,0.0229,0.041834283,0.73614,0.97,0.112,323.9381918,121.06222,200.031,88.634,2563494523,249238.61,456480,170000,0.01,4.01,5,4
